VariableName,VarLabel,Notes,Code,Value,in2009,in2011,in2013,in2015,in2017,StartYear,EndYear
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,48620,"Wichita, KS~",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,48660,"Wichita Falls, TX",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,48700,"Williamsport, PA",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49020,"Winchester, VA-WV",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49180,"Winston-Salem, NC~",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49340,"Worcester, MA-CT~",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49420,"Yakima, WA",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49620,"York-Hanover, PA",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49660,"Youngstown-Warren-Boardman, OH-PA",y,y,y,y,y,2009,
msa5yr13,MSA 5-year (uses February 2013 MSA delineations),~ indicates areas with geographic boundary changes between the 2013 and 2015 surveys.,49740,"Yuma, AZ",y,y,y,y,y,2009,
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,0,Not in MSA or MSA code not reported,y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10180,"Abilene, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10420,"Akron, OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10500,"Albany, GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10580,"Albany-Schenectady-Troy, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10740,"Albuquerque, NM",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,10900,"Allentown-Bethlehem-Easton, PA-NJ",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11020,"Altoona, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11100,"Amarillo, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11300,"Anderson, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11340,"Anderson, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11460,"Ann Arbor, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11500,"Anniston-Oxford, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11540,"Appleton, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,11700,"Asheville, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12020,"Athens-Clarke County, GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12060,"Atlanta-Sandy Springs-Marietta, GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12100,"Atlantic City, NJ",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12220,"Auburn-Opelika, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12260,"Augusta-Richmond County, GA-SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12420,"Austin-Round Rock, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12540,"Bakersfield, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12580,"Baltimore-Towson, MD",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12940,"Baton Rouge, LA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,12980,"Battle Creek, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13140,"Beaumont-Port Arthur, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13380,"Bellingham, WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13460,"Bend, OR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13740,"Billings, MT",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13780,"Binghamton, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13820,"Birmingham-Hoover, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,13980,"Blacksburg-Christiansburg-Radford, VA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14020,"Bloomington, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14060,"Bloomington-Normal, IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14260,"Boise City-Nampa, ID",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14500,"Boulder, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14540,"Bowling Green, KY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,14740,"Bremerton-Silverdale, WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,15180,"Brownsville-Harlingen, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,15380,"Buffalo-Niagara Falls, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,15500,"Burlington, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,15940,"Canton-Massillon, OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,15980,"Cape Coral-Fort Myers, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16300,"Cedar Rapids, IA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16580,"Champaign-Urbana, IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16620,"Charleston, WV",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16700,"Charleston-North Charleston, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16740,"Charlotte-Gastonia-Concord, NC-SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16820,"Charlottesville, VA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16860,"Chattanooga, TN-GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,16980,"Chicago-Naperville-Joliet, IL-IN-WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17020,"Chico, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17140,"Cincinnati-Middletown, OH-KY-IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17420,"Cleveland, TN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17460,"Cleveland-Elyria-Mentor, OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17660,"Coeur dAlene, ID",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17780,"College Station-Bryan, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17820,"Colorado Springs, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17860,"Columbia, MO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17900,"Columbia, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,17980,"Columbus, GA-AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,18140,"Columbus, OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,18580,"Corpus Christi, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19100,"Dallas-Fort Worth-Arlington, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19340,"Davenport-Moline-Rock Island, IA-IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19380,"Dayton, OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19460,"Decatur, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19500,"Decatur, IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19660,"Deltona-Daytona Beach-Ormond Beach, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19740,"Denver-Aurora, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19780,"Des Moines, IA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,19820,"Detroit-Warren-Livonia, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,20100,"Dover, DE",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,20260,"Duluth, MN-WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,20500,"Durham, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,20740,"Eau Claire, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,20940,"El Centro, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,21140,"Elkhart-Goshen, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,21340,"El Paso, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,21500,"Erie, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,21660,"Eugene-Springfield, OR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,21780,"Evansville, IN-KY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22020,"Fargo, ND-MN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22140,"Farmington, NM",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22180,"Fayetteville, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22220,"Fayetteville-Springdale-Rogers, AR-MO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22420,"Flint, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22460,"Florence, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22500,"Florence, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22660,"Fort Collins-Loveland, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,22900,"Fort Smith, AR-OK",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,23020,"Fort Walton Beach-Crestview-Destin, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,23060,"Fort Wayne, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,23420,"Fresno, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,23540,"Gainesville, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,23580,"Gainesville, GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24020,"Glens Falls, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24140,"Goldsboro, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24340,"Grand Rapids-Wyoming, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24540,"Greeley, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24580,"Green Bay, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24660,"Greensboro-High Point, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,24860,"Greenville, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25060,"Gulfport-Biloxi, MS",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25180,"Hagerstown-Martinsburg, MD-WV",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25260,"Hanford-Corcoran, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25420,"Harrisburg-Carlisle, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25500,"Harrisonburg, VA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,25860,"Hickory-Morganton-Lenoir, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26100,"Holland-Grand Haven, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26180,"Honolulu, HI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26420,"Houston-Baytown-Sugar Land, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26580,"Huntington-Ashland, WV-KY-OH",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26620,"Huntsville, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26900,"Indianapolis, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,26980,"Iowa City, IA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27100,"Jackson, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27140,"Jackson, MS",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27260,"Jacksonville, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27340,"Jacksonville, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27500,"Janesville, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27740,"Johnson City, TN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27780,"Johnstown, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,27900,"Joplin, MO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28020,"Kalamazoo-Portage, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28100,"Kankakee-Bradley, IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28140,"Kansas City, MO-KS",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28420,"Kennewick-Richland-Pasco, WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28660,"Killeen-Temple-Fort Hood, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28700,"Kingsport-Bristol, TN-VA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28740,"Kingston, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,28940,"Knoxville, TN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29100,"La Crosse, WI-MN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29180,"Lafayette, LA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29340,"Lake Charles, LA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29460,"Lakeland-Winter Haven, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29540,"Lancaster, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29620,"Lansing-East Lansing, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29700,"Laredo, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29740,"Las Cruces, NM",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29820,"Las Vegas-Paradise, NV",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,29940,"Lawrence, KS",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,30020,"Lawton, OK",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,30460,"Lexington-Fayette, KY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,30780,"Little Rock-North Little Rock, AR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,30980,"Longview, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31100,"Los Angeles-Long Beach-Santa Ana, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31140,"Louisville, KY-IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31180,"Lubbock, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31340,"Lynchburg, VA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31420,"Macon, GA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31460,"Madera, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,31540,"Madison, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,32580,"McAllen-Edinburg-Pharr, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,32780,"Medford, OR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,32820,"Memphis, TN-MS-AR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,32900,"Merced, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33100,"Miami-Fort Lauderdale-Miami Beach, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33140,"Michigan City-La Porte, IN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33260,"Midland, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33340,"Milwaukee-Waukesha-West Allis, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33660,"Mobile, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33700,"Modesto, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33740,"Monroe, LA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33780,"Monroe, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,33860,"Montgomery, AL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34060,"Morgantown, WV",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34580,"Mount Vernon-Anacortes, WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34740,"Muskegon-Norton Shores, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34900,"Napa, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34940,"Naples-Marco Island, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,34980,"Nashville-Davidson-Murfreesboro, TN",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,35380,"New Orleans-Metairie-Kenner, LA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,35660,"Niles-Benton Harbor, MI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36100,"Ocala, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36140,"Ocean City, NJ",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36220,"Odessa, TX",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36260,"Ogden-Clearfield, UT",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36420,"Oklahoma City, OK",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36500,"Olympia, WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36540,"Omaha-Council Bluffs, NE-IA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36740,"Orlando, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,36780,"Oshkosh-Neenah, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37100,"Oxnard-Thousand Oaks-Ventura, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37340,"Palm Bay-Melbourne-Titusville, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37460,"Panama City-Lynn Haven, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37860,"Pensacola-Ferry Pass-Brent, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37900,"Peoria, IL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,38060,"Phoenix-Mesa-Scottsdale, AZ",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,38220,"Pine Bluff, AR",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,38300,"Pittsburgh, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,38900,"Portland-Vancouver-Beaverton, OR-WA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,38940,"Port St. Lucie-Fort Pierce, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39100,"Poughkeepsie-Newburgh-Middletown, NY",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39140,"Prescott, AZ",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39340,"Provo-Orem, UT",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39380,"Pueblo, CO",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39460,"Punta Gorda, FL",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39540,"Racine, WI",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39580,"Raleigh-Cary, NC",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39740,"Reading, PA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39820,"Redding, CA",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,39900,"Reno-Sparks, NV",y,y,y,.,.,2009,2013
msa5yr03,MSA 5-year (uses June 2003 MSA delineations),,40060,"Richmond, VA",y,y,y,.,.,2009,2013
